,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"왼쪽 끝 좌표: (0, 0), 중간 좌표: (96, 24), 끝 좌표(192, 48)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"정렬 텍스트: LEFT, CENTER, RIGHT, L, C, R 각각 왼쪽정렬, 가운데정렬, 오른쪽정렬",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"좌표 0~192, 0~48 범위를 벗어나더라도 렌더링이 가능합니다. 왼쪽 번호를 비우면 텍스트 다 적혀있어도 추가 안되게 가능합니다. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"a붙이면 입체(a생략), b붙이면 벽면, c붙이면 한자들어간 교수님, d는 오른쪽에 표시되는 표지판(을 형식적으로 의미함, 결국 좌표 적는 사용자에게 달림)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부족하면 더 적어도 작동합니다,,,,,
,영어는 소문자만 가능,,,,,,일반적으로 호실을 적습니다,,,,,,일반적으로 한글 이름을 적습니다,,,,,,일반적으로 영문 이름을 적습니다,,,,,,일반적으로 한글 이름을 적습니다,,,,,,일반적으로 영문 이름을 적습니다,,,,,
,번호,전체배율,translatex,translatey,텍스쳐,좌표갯수,x1,y1,텍스트1,배율,색,정렬1,x2,y2,텍스트2,배율,색,정렬2,x3,y3,텍스트3,배율,색,정렬3,x4,y4,텍스트4,배율,색,정렬4,x5,y5,텍스트5,배율,색,정렬5
,08-333,0.5,0,0,default,3,184,30,08-333,1,#0000FF,RIGHT,10,10,세미나실,1.75,#FFFFFF,LEFT,10,29,Seminar Room,0.75,#808080,LEFT,,,,,,,,,,,,
,08-334,0.5,0,0,default,3,184,30,08-334,1,#0000FF,RIGHT,10,10,안전공학과사무실,1.75,#FFFFFF,LEFT,10,29,Dept. of Safety Engineering,0.75,#808080,LEFT,,,,,,,,,,,,
,08-334b,0.5,0,-0.5,default,3,148,15,08-334,1,#0000FF,LEFT,140,10,안전공학과사무실,1.75,#FFFFFF,RIGHT,140,29,Dept. of Safety Engineering,0.75,#FFFFFF,RIGHT,,,,,,,,,,,,
,08-335,0.5,0,0,default,3,184,30,08-335,1,#0000FF,RIGHT,10,10,안전공학멀티미디어실,1.75,#FFFFFF,LEFT,10,29,Safety Engineering Multimedia Room,0.75,#808080,LEFT,,,,,,,,,,,,
,,0.5,0,0,default,3,184,30,,1,#0000FF,RIGHT,10,10,,1.75,#FFFFFF,LEFT,10,29,,0.75,#808080,LEFT,,,,,,,,,,,,
,08-338,0.5,0,0,default,3,184,30,08-338,1,#0000FF,RIGHT,10,10,강 의 실,1.75,#FFFFFF,LEFT,10,29,Lecture Room,0.75,#808080,LEFT,,,,,,,,,,,,
,08-339,0.5,0,0,default,3,184,30,08-339,1,#0000FF,RIGHT,10,10,안전공학과학생회실,1.75,#FFFFFF,LEFT,10,29,Students Association · Dept. of Safety Engineering,0.45,#808080,LEFT,,,,,,,,,,,,
,08-339b,0.5,0,-0.5,default,3,148,15,08-339,1,#0000FF,LEFT,140,10,안전공학과학생회실,1.75,#FFFFFF,RIGHT,140,29,Students Association · Dept. of Safety Engineering,0.45,#FFFFFF,RIGHT,,,,,,,,,,,,
,08-340,0.5,0,0,default,3,184,30,08-340,1,#0000FF,RIGHT,10,10,열유체가시화실험실,1.75,#FFFFFF,LEFT,10,29,Heat & Fluid Visualization Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,,0.5,0,0,default,3,184,30,,1,#0000FF,RIGHT,10,10,,1.75,#FFFFFF,LEFT,10,29,,0.75,#808080,LEFT,,,,,,,,,,,,
,08-344,0.5,0,0,default,5,175,2,08-344,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,박 재 삼,1.5,#FFFFFF,LEFT,64,27,Park Jae-Sam,0.75,#808080,LEFT
,08-345,0.5,0,0,default,5,175,2,08-345,0.85,#FFFFFF,RIGHT,12,10,안전공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Safety Engineering Professor,0.35,#808080,LEFT,12,22,송 창 근,1.5,#FFFFFF,LEFT,64,27,Chang-Geun Song,0.75,#808080,LEFT
,08-346,0.5,0,0,default,5,175,2,08-346,0.85,#FFFFFF,RIGHT,12,10,안전공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Safety Engineering Professor,0.35,#808080,LEFT,12,22,김 태 완,1.5,#FFFFFF,LEFT,64,27,Taewan Kim,0.75,#808080,LEFT
,08-347,0.5,0,0,default,3,184,30,08-347,1,#0000FF,RIGHT,10,10,재난안전 및 수자원관리 연구실,1.3,#FFFFFF,LEFT,10,29,Water Resource and Safety Management Lab.,0.55,#808080,LEFT,,,,,,,,,,,,
,08-348,0.5,0,0,default,3,184,30,08-348,1,#0000FF,RIGHT,10,10,연소 및 화재안전실험실,1.75,#FFFFFF,LEFT,10,29,Combustion and Fire Safety Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-349,0.5,0,0,default,3,184,30,08-349,1,#0000FF,RIGHT,10,10,인간공학연구실,1.75,#FFFFFF,LEFT,10,29,Human Factors and Ergonomics Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-350,0.5,0,0,default,3,184,30,08-350,1,#0000FF,RIGHT,10,10,구조안전실험실,1.75,#FFFFFF,LEFT,10,29,Structure Safety Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-351,0.5,0,0,default,5,175,2,08-351,0.85,#FFFFFF,RIGHT,12,10,안전공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Safety Engineering Professor,0.35,#808080,LEFT,12,22,이 동 호,1.5,#FFFFFF,LEFT,64,27,Dong-Ho Rie,0.75,#808080,LEFT
,08-352,0.5,0,0,default,5,175,2,08-352,0.85,#FFFFFF,RIGHT,12,10,안전공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Safety Engineering Professor,0.35,#808080,LEFT,12,22,오 태 근,1.5,#FFFFFF,LEFT,64,27,Tae-Keun Oh,0.75,#808080,LEFT
,08-353,0.5,0,0,default,5,175,2,08-353,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,나 태 희,1.5,#FFFFFF,LEFT,64,27,TAEHUI NA,0.75,#808080,LEFT
,08-354,0.5,0,0,default,5,175,2,08-354,0.85,#FFFFFF,RIGHT,12,10,안전공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Safety Engineering Professor,0.35,#808080,LEFT,12,22,이 민 철,1.5,#FFFFFF,LEFT,64,27,Min-Chul Lee,0.75,#808080,LEFT
,08-355,0.5,0,0,default,5,175,2,08-355,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,양 운 근,1.5,#FFFFFF,LEFT,64,27,Woon Geun Yang,0.75,#808080,LEFT
,08-356,0.5,0,0,default,5,175,2,08-356,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,정 은 교,1.5,#FFFFFF,LEFT,64,27,Eun Gyo Jeong,0.75,#808080,LEFT
,08-357,0.5,0,0,default,5,175,2,08-357,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,전 석 희,1.5,#FFFFFF,LEFT,64,27,Seok Hee Jeon,0.75,#808080,LEFT
,08-358,0.5,0,0,default,5,175,2,08-358,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,이 영 훈,1.5,#FFFFFF,LEFT,64,27,Yeonghun Lee,0.75,#808080,LEFT
,08-359,0.5,0,0,default,3,184,30,08-350,1,#0000FF,RIGHT,10,10,재료 및 소자이론 연구실험실,1.5,#FFFFFF,LEFT,10,29,Materials and Devices Theory Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-361,0.5,0,0,default,3,184,30,08-361,1,#0000FF,RIGHT,10,10,무선및마이크로파통신 연구실험실,1.35,#FFFFFF,LEFT,10,29,Wireless & Microwave Communication Lab.,0.6,#808080,LEFT,,,,,,,,,,,,
,08-362,0.5,0,0,default,3,184,30,08-362,1,#0000FF,RIGHT,10,10,바이오전자공학 연구실험실,1.5,#FFFFFF,LEFT,10,29,Bioelectronics Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-363,0.5,0,0,default,5,175,2,08-363,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,변 상 원,1.5,#FFFFFF,LEFT,64,27,Sangwon Byun,0.75,#808080,LEFT
,08-363c,0.5,0,0,default,5,175,2,08-363,0.85,#FFFFFF,RIGHT,10,9,전자공학과 교수,0.6,#808080,LEFT,10,17.5,Dept. of Electronics Enginerring Professor,0.38,#808080,LEFT,10,25,(한자),0.6,#808080,LEFT,10,33,변상원 변상원 Sangwon Byun,0.6,#FFFFFF,LEFT
,08-364,0.5,0,0,default,5,175,2,08-364,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,구 경 헌,1.5,#FFFFFF,LEFT,64,27,Kyung Heon Koo,0.75,#808080,LEFT
,08-365,0.5,0,0,default,5,175,2,08-365,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,김 교 선,1.5,#FFFFFF,LEFT,64,27,Kyosun Kim,0.75,#808080,LEFT
,08-366,0.5,0,0,default,5,175,2,08-366,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,이 성 민,1.5,#FFFFFF,LEFT,64,27,Seong Min Lee,0.75,#808080,LEFT
,08-367,0.5,0,0,default,5,175,2,08-367,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,유 용 석,1.5,#FFFFFF,LEFT,64,27,Yongseok Yoo,0.75,#808080,LEFT
,08-367c,0.5,0,0,default,5,175,2,08-367,0.85,#FFFFFF,RIGHT,10,9,전자공학과 교수,0.6,#808080,LEFT,10,17.5,Dept. of Electronics Enginerring Professor,0.38,#808080,LEFT,10,25,(한자),0.6,#808080,LEFT,10,33,유용석 (한자) Yongseok Yoo,0.6,#FFFFFF,LEFT
,08-368,0.5,0,0,default,5,175,2,08-368,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,송 준 영,1.5,#FFFFFF,LEFT,64,27,Junyoung Song,0.75,#808080,LEFT
,08-368c,0.5,0,0,default,5,175,2,08-368,0.85,#FFFFFF,RIGHT,10,9,전자공학과 교수,0.6,#808080,LEFT,10,17.5,Dept. of Electronics Enginerring Professor,0.38,#808080,LEFT,10,25,(한자),0.6,#808080,LEFT,10,33,송준영 (한자) Junyoung Song,0.6,#FFFFFF,LEFT
,08-369,0.5,0,0,default,5,175,2,08-369,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,김 형 택,1.5,#FFFFFF,LEFT,64,27,Hyung Taek Kim,0.75,#808080,LEFT
,08-370,0.5,0,0,default,5,175,2,08-370,0.85,#FFFFFF,RIGHT,12,10,신소재공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Advanced Materials Engineering Professor,0.35,#808080,LEFT,12,22,강 영 호,1.5,#FFFFFF,LEFT,64,27,Youngho Kang,0.75,#808080,LEFT
,08-370c,0.5,0,0,default,5,175,2,08-370,0.85,#FFFFFF,RIGHT,10,9,전자공학과 교수,0.6,#808080,LEFT,10,17.5,Dept. of Electronics Enginerring Professor,0.38,#808080,LEFT,10,25,(한자),0.6,#808080,LEFT,10,33,강영호 (한자) Youngho Kang,0.6,#FFFFFF,LEFT
,08-371,0.5,0,0,default,3,184,30,8-371,1,#0000FF,RIGHT,10,10,나노재료연구실,1.75,#FFFFFF,LEFT,10,29,Nano Materials Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-372,0.5,0,0,default,3,184,30,08-372,1,#0000FF,RIGHT,10,10,전산재료과학연구실,1.75,#FFFFFF,LEFT,10,29,Computational Materials Science Laboratory,0.6,#808080,LEFT,,,,,,,,,,,,
,08-373,0.5,0,0,default,3,184,30,8-373,1,#0000FF,RIGHT,10,10,나노재료실험실2,1.75,#FFFFFF,LEFT,10,29,HBRL Research Group,0.75,#808080,LEFT,,,,,,,,,,,,
,08-374,0.5,0,0,default,3,184,30,8-374,1,#0000FF,RIGHT,10,10,세라믹실험실,1.75,#FFFFFF,LEFT,10,29,Ceramic Materials Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-375,0.5,0,0,default,5,175,2,08-375,0.85,#FFFFFF,RIGHT,12,10,신소재공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Advanced Materials Engineering Professor,0.35,#808080,LEFT,12,22,김 배 연,1.5,#FFFFFF,LEFT,64,27,Bae Yeon Kim,0.75,#808080,LEFT
,08-376,0.5,0,0,default,5,175,2,08-376,0.85,#FFFFFF,RIGHT,12,10,신소재공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Advanced Materials Engineering Professor,0.35,#808080,LEFT,12,22,김 종 범,1.5,#FFFFFF,LEFT,64,27,"Chong, Bum Kim",0.75,#808080,LEFT
,08-377,0.5,0,0,default,5,175,2,08-377,0.85,#FFFFFF,RIGHT,12,10,신소재공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Advanced Materials Engineering Professor,0.35,#808080,LEFT,12,22,명 재 하,1.5,#FFFFFF,LEFT,64,27,Jaeha Myung,0.75,#808080,LEFT
,08-377c,0.5,0,0,default,5,17,2,08-377,0.85,#FFFFFF,LEFT,104,9,신소재공학과 교수,0.6,#808080,LEFT,104,17.5,Dept. of Advanced Materials Engineering Professor,0.34,#808080,LEFT,104,25,(한자),0.6,#808080,LEFT,104,33,명재하 (한자) Jaeha Myung,0.6,#FFFFFF,LEFT
,08-378,0.5,0,0,default,5,175,2,08-378,0.85,#FFFFFF,RIGHT,12,10,신소재공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Advanced Materials Engineering Professor,0.35,#808080,LEFT,12,22,박 재 윤,1.5,#FFFFFF,LEFT,64,27,Jae Yun Park,0.75,#808080,LEFT
,08-379,0.5,0,0,default,3,184,30,08-379,1,#0000FF,RIGHT,10,10,탕비실,1.75,#FFFFFF,LEFT,10,29,Office Pantry,0.75,#808080,LEFT,,,,,,,,,,,,
,08-380,0.5,0,0,default,3,184,30,08-380,1,#0000FF,RIGHT,10,10,스핀전자재료실험실,1.75,#FFFFFF,LEFT,10,29,Spintronic Materials Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-381,0.5,0,0,default,3,184,30,08-381,1,#0000FF,RIGHT,10,10,전자패키지실험실,1.75,#FFFFFF,LEFT,10,29,Microelectronic Package Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-382,0.5,0,0,default,3,184,30,08-382,1,#0000FF,RIGHT,10,10,나노재료실험실1,1.75,#FFFFFF,LEFT,10,29,Nano Materials Lab.1,0.75,#808080,LEFT,,,,,,,,,,,,
,08-383,0.5,0,0,default,3,184,30,08-383,1,#0000FF,RIGHT,10,10,전산실습실,1.75,#FFFFFF,LEFT,10,29,Computer Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-384,0.5,0,0,default,3,148,15,08-384,1,#0000FF,LEFT,140,10,신소재공학과학생회실,1.75,#FFFFFF,RIGHT,140,29,Students Association - Dept. of Materials Science & Engineering,0.4,#FFFFFF,RIGHT,,,,,,,,,,,,
,08-385b,0.5,0,-0.5,default,3,148,15,08-385,1,#0000FF,LEFT,140,10,강 의 실,1.75,#FFFFFF,RIGHT,140,29,Lecture Room,0.75,#FFFFFF,RIGHT,,,,,,,,,,,,
,08-385,0.5,0,0,default,3,184,30,08-385,1,#0000FF,RIGHT,10,10,강 의 실,1.75,#FFFFFF,LEFT,10,29,Lecture Room,0.75,#808080,LEFT,,,,,,,,,,,,
,08-386b,0.5,0,-0.5,default,3,148,15,08-386,1,#0000FF,LEFT,140,10,강 의 실,1.75,#FFFFFF,RIGHT,140,29,Lecture Room,0.75,#FFFFFF,RIGHT,,,,,,,,,,,,
,08-386,0.5,0,0,default,3,184,30,08-386,1,#0000FF,RIGHT,10,10,강 의 실,1.75,#FFFFFF,LEFT,10,29,Lecture Room,0.75,#808080,LEFT,,,,,,,,,,,,
,08-401,0.5,0,0,default,3,184,30,08-401,1,#0000FF,RIGHT,10,10,컴퓨터실습실,1.75,#FFFFFF,LEFT,10,29,Computer Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-402,0.5,0,0,default,3,184,30,08-402,1,#0000FF,RIGHT,10,10,빅데이터 분석실,1.75,#FFFFFF,LEFT,10,29,Big Data Analytics Room,0.75,#808080,LEFT,,,,,,,,,,,,
,08-403,0.5,0,0,default,3,148,15,08-403,1,#0000FF,LEFT,140,10,산업경영공학과사무실,1.75,#FFFFFF,RIGHT,140,29,Dept. of Industrial and Management Engineering,0.6,#808080,RIGHT,,,,,,,,,,,,
,08-404,0.5,0,0,default,3,184,30,08-404,1,#0000FF,RIGHT,10,10,세미나실,1.75,#FFFFFF,LEFT,10,29,Seminar Room,0.75,#808080,LEFT,,,,,,,,,,,,
,08-405,0.5,0,0,default,3,184,30,08-405,1,#0000FF,RIGHT,10,10,물류시스템연구실,1.75,#FFFFFF,LEFT,10,29,Logistics System Research Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-406,0.5,0,0,default,3,184,30,08-406,1,#0000FF,RIGHT,10,10,제품시스템공학 연구실,1.75,#FFFFFF,LEFT,10,29,Product Systems Engineering Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-407,0.5,0,0,default,3,184,30,08-407,1,#0000FF,RIGHT,10,10,노동과학연구실,1.75,#FFFFFF,LEFT,10,29,Labor Science Research Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-408,0.5,0,0,default,3,184,30,08-408,1,#0000FF,RIGHT,10,10,데이터사이언스연구실,1.75,#FFFFFF,LEFT,10,29,Data Science Research Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-411,0.5,0,0,default,3,184,30,08-411,1,#0000FF,RIGHT,10,10,학생연구활동실 1,1.75,#FFFFFF,LEFT,10,29,Students Research Room 1,0.75,#808080,LEFT,,,,,,,,,,,,
,08-412,0.5,0,0,default,3,184,30,08-412,1,#0000FF,RIGHT,10,10,심화프로젝트 실습실,1.75,#FFFFFF,LEFT,10,29,Advanced Research Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-413,0.5,0,0,default,3,184,30,08-413,1,#0000FF,RIGHT,10,10,컴퓨터 및 소프트웨어 실습실,1.5,#FFFFFF,LEFT,10,29,Computer & Software Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-416,0.5,0,0,default,3,184,30,08-416,1,#0000FF,RIGHT,10,10,강 의 실,1.75,#FFFFFF,LEFT,10,29,Lecture Room,0.75,#808080,LEFT,,,,,,,,,,,,
,08-417,0.5,0,0,default,3,184,30,08-417,1,#0000FF,RIGHT,10,10,전자공학과학생회실,1.75,#FFFFFF,LEFT,10,29,Student Assocication - Dept. of Electronics Enginerring,0.45,#808080,LEFT,,,,,,,,,,,,
,08-417b,0.5,0,-0.5,default,3,148,15,08-417,1,#0000FF,LEFT,140,10,전자공학과학생회실,1.75,#FFFFFF,RIGHT,140,29,Student Assocication - Dept. of Electronics Enginerring,0.45,#FFFFFF,RIGHT,,,,,,,,,,,,
,08-418,0.5,0,0,default,3,184,30,08-418,1,#0000FF,RIGHT,10,10,융합다차원소자연구실험실,1.6,#FFFFFF,LEFT,10,29,Hybrid Multi-scale materials and Device Lab.,0.6,#808080,LEFT,,,,,,,,,,,,
,08-419,0.5,0,0,default,3,184,30,08-419,1,#0000FF,RIGHT,10,10,캡스톤디자인실습실1,1.75,#FFFFFF,LEFT,10,29,Capstone Design Lab. 1,0.75,#808080,LEFT,,,,,,,,,,,,
,08-420,0.5,0,0,default,3,184,30,08-420,1,#0000FF,RIGHT,10,10,통신 및 네트워크 실습실,1.75,#FFFFFF,LEFT,10,29,Communication & Network Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-421,0.5,0,0,default,3,184,30,08-421,1,#0000FF,RIGHT,10,10,안테나 및 단말기 실험실,1.75,#FFFFFF,LEFT,10,29,Antenna and Terminal Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-423,0.5,0,0,default,3,184,30,08-423,1,#0000FF,RIGHT,10,10,산업지능연구실,1.75,#FFFFFF,LEFT,10,29,Industrial Intelligence Research Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-424,0.5,0,0,default,3,184,30,08-424,1,#0000FF,RIGHT,10,10,기계시스템 거동특성 시뮬레이션 실험실,1.2,#FFFFFF,LEFT,10,29,MEchanical system MOtion Simulations(MEMOS) Lab.,0.45,#808080,LEFT,,,,,,,,,,,,
,08-425,0.5,0,0,default,3,184,30,08-425,1,#0000FF,RIGHT,10,10,집적회로 및 시스템 연구실험실,1.45,#FFFFFF,LEFT,10,29,Integrated Circuits and Systems Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-426,0.5,0,0,default,3,184,30,08-426,1,#0000FF,RIGHT,10,10,사용자가치연구실,1.75,#FFFFFF,LEFT,10,29,User Value Laboratory,0.75,#808080,LEFT,,,,,,,,,,,,
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-429,0.5,0,0,default,3,184,30,08-429,1,#0000FF,RIGHT,10,10,나노전기소자 및 센서 연구실,1.5,#FFFFFF,LEFT,10,29,Nano Device & Sensor System Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-431,0.5,0,0,default,3,184,30,08-431,1,#0000FF,RIGHT,10,10,전기환경실험실,1.75,#FFFFFF,LEFT,10,29,Electrical Environmental Laboratory,0.75,#808080,LEFT,,,,,,,,,,,,
,08-432,0.5,0,0,default,3,184,30,08-432,1,#0000FF,RIGHT,10,10,무인 · 지능시스템 제어연구실,1.5,#FFFFFF,LEFT,10,29,Unmanned & Intelligent systems Control Lab(UNICON Lab),0.3,#808080,LEFT,,,,,,,,,,,,
,08-433,0.5,0,0,default,3,184,30,08-433,1,#0000FF,RIGHT,10,10,강의실(중)-5,1.75,#FFFFFF,LEFT,10,29,Lecture Room,0.75,#808080,LEFT,,,,,,,,,,,,
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-435,0.5,0,0,default,3,184,30,08-435,1,#0000FF,RIGHT,10,10,에너지화학공학과 학생회실,1.75,#FFFFFF,LEFT,10,29,Students Association-Dept.of Energy and Chemical Engineering,0.25,#808080,LEFT,,,,,,,,,,,,
,08-435b,0.5,0,-0.5,default,3,148,15,08-435,1,#0000FF,LEFT,140,10,에너지화학공학과 학생회실,1.75,#FFFFFF,RIGHT,140,29,Students Association-Dept.of Energy and Chemical Engineering,0.25,#FFFFFF,RIGHT,,,,,,,,,,,,
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-438,0.5,0,0,default,3,184,30,08-438,1,#0000FF,RIGHT,10,10,강의실,1.75,#FFFFFF,LEFT,10,29,Lecture Room,0.75,#808080,LEFT,,,,,,,,,,,,
,08-438b,0.5,0,-0.5,default,3,148,15,08-438,1,#0000FF,LEFT,140,10,강의실,1.75,#FFFFFF,RIGHT,140,29,Lecture Room,0.75,#FFFFFF,RIGHT,,,,,,,,,,,,
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-443,0.5,0,0,default,5,175,2,08-443,0.85,#FFFFFF,RIGHT,12,10,산업경영공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Industrial and Management Enginerring Professor,0.35,#808080,LEFT,12,22,김 관 호,1.5,#FFFFFF,LEFT,64,27,"Kim, Kwan-Ho",0.75,#808080,LEFT
,08-444,0.5,0,0,default,5,175,2,08-444,0.85,#FFFFFF,RIGHT,12,10,산업경영공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Industrial and Management Enginerring Professor,0.35,#808080,LEFT,12,22,박 재 현,1.5,#FFFFFF,LEFT,64,27,"Park, Jae-hyun",0.75,#808080,LEFT
,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08-452,0.5,0,0,default,5,175,2,08-452,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,최    욱,1.5,#FFFFFF,LEFT,64,27,Choi Ouk,0.75,#808080,LEFT
,08-453,0.5,0,0,default,5,175,2,08-453,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,진 성 훈,1.5,#FFFFFF,LEFT,64,27,"Jin, Sung-Hun",0.75,#808080,LEFT
,08-454,0.5,0,0,default,5,175,2,08-454,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,정 재 용,1.5,#FFFFFF,LEFT,64,27,Jaeyong Chung,0.75,#808080,LEFT
,08-455,0.5,0,0,default,5,175,2,08-455,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,서 정 현,1.5,#FFFFFF,LEFT,64,27,Jeong Hyun Seo,0.75,#808080,LEFT
,08-456,0.5,0,0,default,5,175,2,08-456,0.85,#FFFFFF,RIGHT,12,10,전자공학과 교수,0.35,#808080,LEFT,12,16,Dept. of Electronics Enginerring Professor,0.35,#808080,LEFT,12,22,김    훈,1.5,#FFFFFF,LEFT,64,27,Hoon Kim,0.75,#808080,LEFT
,08-457,0.5,0,0,default,3,184,30,08-457,1,#0000FF,RIGHT,10,10,WIT연구실험실,1.75,#FFFFFF,LEFT,10,29,Wireless Innovative Transmission Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
,08-458,0.5,0,0,default,3,184,30,08-458,1,#0000FF,RIGHT,10,10,플라즈마연구실험실,1.75,#FFFFFF,LEFT,10,29,Plasma Lab.,0.75,#808080,LEFT,,,,,,,,,,,,
